latitude,longitude,dateTime,regionCode,universal_aqi,universal_aqi_category,dominant_pollutant,co,no2,o3,pm10,pm25,so2,health_general_population,health_elderly,health_lung_disease,health_heart_disease,health_athletes,health_pregnant_women,health_children,City
-7.271967,112.735678,2024-11-24T08:00:00Z,id,32,Low air quality,pm25,490.5,10.27,81.96,68.58,68.58,4.04,"Reduce the intensity of your outdoor activities or postpone them to the early morning when ozone levels tend to be lower. It is recommended to limit the time you are near busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. As a precaution, keep relevant medication(s) available. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Keep relevant medication(s) available and consult a doctor with any questions. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect you and your baby's health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.",Surabaya
-7.259945,112.761234,2024-11-24T08:00:00Z,id,38,Low air quality,o3,491.57,16.44,79.21,48.03,48.03,3.63,"Reduce the intensity of your outdoor activities or postpone them to the early morning when ozone levels tend to be lower. It is recommended to limit the time you are near busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. As a precaution, keep relevant medication(s) available. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Keep relevant medication(s) available and consult a doctor with any questions. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect you and your baby's health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.",Surabaya
-7.270723,112.739123,2024-11-24T08:00:00Z,id,32,Low air quality,pm25,490.52,14.41,81.69,70.55,70.55,3.98,"Reduce the intensity of your outdoor activities or postpone them to the early morning when ozone levels tend to be lower. It is recommended to limit the time you are near busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. As a precaution, keep relevant medication(s) available. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Keep relevant medication(s) available and consult a doctor with any questions. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect you and your baby's health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.",Surabaya
-7.269967,112.765678,2024-11-24T08:00:00Z,id,38,Low air quality,pm25,490.94,15.94,79.71,50.5,50.5,3.62,"Reduce the intensity of your outdoor activities or postpone them to the early morning when ozone levels tend to be lower. It is recommended to limit the time you are near busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. As a precaution, keep relevant medication(s) available. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Keep relevant medication(s) available and consult a doctor with any questions. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect you and your baby's health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.",Surabaya
-7.271978,112.733456,2024-11-24T08:00:00Z,id,31,Low air quality,pm25,490.49,10.23,82.24,71.25,71.25,4.1,"Reduce the intensity of your outdoor activities or postpone them to the early morning when ozone levels tend to be lower. It is recommended to limit the time you are near busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. As a precaution, keep relevant medication(s) available. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Keep relevant medication(s) available and consult a doctor with any questions. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect you and your baby's health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.",Surabaya
-7.259956,112.759123,2024-11-24T08:00:00Z,id,38,Low air quality,pm25,491.54,16.41,79.48,50.99,50.99,3.68,"Reduce the intensity of your outdoor activities or postpone them to the early morning when ozone levels tend to be lower. It is recommended to limit the time you are near busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. As a precaution, keep relevant medication(s) available. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Keep relevant medication(s) available and consult a doctor with any questions. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect you and your baby's health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.",Surabaya
-7.270634,112.737891,2024-11-24T08:00:00Z,id,32,Low air quality,pm25,490.5,10.27,81.96,68.58,68.58,4.04,"Reduce the intensity of your outdoor activities or postpone them to the early morning when ozone levels tend to be lower. It is recommended to limit the time you are near busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. As a precaution, keep relevant medication(s) available. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Keep relevant medication(s) available and consult a doctor with any questions. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect you and your baby's health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.",Surabaya
-7.269978,112.763456,2024-11-24T08:00:00Z,id,37,Low air quality,pm25,490.93,16.02,79.97,53.55,53.55,3.67,"Reduce the intensity of your outdoor activities or postpone them to the early morning when ozone levels tend to be lower. It is recommended to limit the time you are near busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. As a precaution, keep relevant medication(s) available. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Keep relevant medication(s) available and consult a doctor with any questions. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect you and your baby's health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.",Surabaya
-7.271989,112.731234,2024-11-24T08:00:00Z,id,31,Low air quality,pm25,490.49,10.23,82.24,71.25,71.25,4.1,"Reduce the intensity of your outdoor activities or postpone them to the early morning when ozone levels tend to be lower. It is recommended to limit the time you are near busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. As a precaution, keep relevant medication(s) available. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Keep relevant medication(s) available and consult a doctor with any questions. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect you and your baby's health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.",Surabaya
-7.259967,112.757891,2024-11-24T08:00:00Z,id,38,Low air quality,pm25,491.54,16.41,79.48,50.99,50.99,3.68,"Reduce the intensity of your outdoor activities or postpone them to the early morning when ozone levels tend to be lower. It is recommended to limit the time you are near busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. As a precaution, keep relevant medication(s) available. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Keep relevant medication(s) available and consult a doctor with any questions. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect you and your baby's health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.",Surabaya
-7.270545,112.735678,2024-11-24T08:00:00Z,id,32,Low air quality,pm25,490.5,10.27,81.96,68.58,68.58,4.04,"Reduce the intensity of your outdoor activities or postpone them to the early morning when ozone levels tend to be lower. It is recommended to limit the time you are near busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. As a precaution, keep relevant medication(s) available. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Keep relevant medication(s) available and consult a doctor with any questions. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect you and your baby's health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.",Surabaya
-7.269989,112.761234,2024-11-24T08:00:00Z,id,37,Low air quality,pm25,490.93,16.02,79.97,53.55,53.55,3.67,"Reduce the intensity of your outdoor activities or postpone them to the early morning when ozone levels tend to be lower. It is recommended to limit the time you are near busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. As a precaution, keep relevant medication(s) available. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Keep relevant medication(s) available and consult a doctor with any questions. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect you and your baby's health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.",Surabaya
-7.271991,112.739123,2024-11-24T08:00:00Z,id,32,Low air quality,pm25,490.52,14.41,81.69,70.55,70.55,3.98,"Reduce the intensity of your outdoor activities or postpone them to the early morning when ozone levels tend to be lower. It is recommended to limit the time you are near busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. As a precaution, keep relevant medication(s) available. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Keep relevant medication(s) available and consult a doctor with any questions. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect you and your baby's health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.",Surabaya
-7.259978,112.765678,2024-11-24T08:00:00Z,id,38,Low air quality,o3,491.59,10.66,78.95,41.04,41.04,3.58,"Reduce the intensity of your outdoor activities or postpone them to the early morning when ozone levels tend to be lower. In addition, consider reducing the time you spend near busy roads, construction sites, open fires and other sources of smoke.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. In addition, it is recommended to reduce the time you are near busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Keep relevant medication(s) available and consult a doctor with any questions. In addition, it is recommended to reduce the time you are near busy roads, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Reduce the intensity of your outdoor activities or postpone them to the early morning when ozone levels tend to be lower. Keep relevant medication(s) available and consult a doctor with any questions. It is recommended to limit the time you are near busy roads, construction sites, open fires and other sources of smoke. In addition, consider reducing the time you spend near industrial emission stacks. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. In addition, it is recommended to reduce the time you are near busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","To keep you and your baby healthy, avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. In addition, it is recommended to reduce the time you are near busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. In addition, it is recommended to reduce the time you are near busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.",Surabaya
-7.270456,112.733456,2024-11-24T08:00:00Z,id,31,Low air quality,pm25,490.49,10.23,82.24,71.25,71.25,4.1,"Reduce the intensity of your outdoor activities or postpone them to the early morning when ozone levels tend to be lower. It is recommended to limit the time you are near busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. As a precaution, keep relevant medication(s) available. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Keep relevant medication(s) available and consult a doctor with any questions. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect you and your baby's health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.",Surabaya
-7.269991,112.759123,2024-11-24T08:00:00Z,id,36,Low air quality,pm25,490.92,15.9,80.24,56.77,56.77,3.73,"Reduce the intensity of your outdoor activities or postpone them to the early morning when ozone levels tend to be lower. It is recommended to limit the time you are near busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. As a precaution, keep relevant medication(s) available. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Keep relevant medication(s) available and consult a doctor with any questions. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect you and your baby's health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.",Surabaya
-7.271992,112.737891,2024-11-24T08:00:00Z,id,32,Low air quality,pm25,490.5,10.27,81.96,68.58,68.58,4.04,"Reduce the intensity of your outdoor activities or postpone them to the early morning when ozone levels tend to be lower. It is recommended to limit the time you are near busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. As a precaution, keep relevant medication(s) available. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Keep relevant medication(s) available and consult a doctor with any questions. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect you and your baby's health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.",Surabaya
-7.259989,112.763456,2024-11-24T08:00:00Z,id,38,Low air quality,o3,491.57,16.44,79.21,48.03,48.03,3.63,"Reduce the intensity of your outdoor activities or postpone them to the early morning when ozone levels tend to be lower. It is recommended to limit the time you are near busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. As a precaution, keep relevant medication(s) available. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Keep relevant medication(s) available and consult a doctor with any questions. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect you and your baby's health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.","The current level of air quality is likely to affect your health. You are advised to avoid intense activities outdoors and stay away from sources of pollution, such as busy roads, open fires and industrial sites. Staying indoors with an activated air filtration system would be best for your long term health.",Surabaya
